Year,State,County,HAI,Facility_ID,Facility_Name,Facility_Type,Infections_Reported,Patient_Days,Rate,Rate_CI_95_Lower_Limit,Rate_CI_95_Upper_Limit,Comparison,Months,Rate_2015,Notes
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000003,Chino Valley Medical Center,"Community, <125 Beds",0,17051,0,0,1.76,Same,12,0,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000034,Colorado River Medical Center,Critical Access,0,554,0,0,54.07,Same,11,0,"Incomplete Reporter, interpret with caution"
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000082,Community Hospital Of San Bernardino,"Community, >250 Beds",1,33438,0.3,0.01,1.47,Same,12,0,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240001330,Desert Valley Hospital,"Community, 125-250 Beds",2,39487,0.51,0.08,1.67,Same,12,0.29,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000014,Hi-Desert Medical Center,"Community, <125 Beds",0,5808,0,0,5.16,Same,12,0,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000024,Kaiser Foundation Hospital Fontana,Major Teaching,1,93264,0.11,0.01,0.53,Same,12,0,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630013398,Kaiser Foundation Hospital- Ontario,Major Teaching,1,47998,0.21,0.01,1.03,Same,12,0.46,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000040,Kindred Hospital Ontario,Long-Term Acute Care,9,24049,3.74,1.83,6.87,Same,12,,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240001515,Kindred Hospital Rancho,Long-Term Acute Care,8,11970,6.68,3.1,12.69,Worse,12,,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630015551,Loma Linda University Children's Hospital,Major Teaching,0,100936,0,0,0.3,Better,12,0.11,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000027,Loma Linda University Medical Center,Major Teaching,24,107663,2.23,1.46,3.27,Worse,12,1.25,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000025,Loma Linda University Medical Center East Campus Hospital,Major Teaching,1,23346,0.43,0.02,2.11,Same,12,1.06,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000025,"Loma Linda University Medical Center East Campus Hospital, Rehabilitation Unit",Rehabilitation Unit,0,13539,0,0,2.21,Same,12,0,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630012294,Loma Linda University Surgical Hospital,Major Teaching,0,3950,0,0,7.58,Same,12,0,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000009,Montclair Hospital Medical Center,"Community, <125 Beds",0,10088,0,0,2.97,Same,12,0,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000052,Mountains Community Hospital,Critical Access,0,765,0,0,39.16,Same,12,0,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000104,Providence St. Mary Medical Center,Major Teaching,3,66408,0.45,0.11,1.23,Same,12,0.31,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000046,Redlands Community Hospital,"Community, 125-250 Beds",3,42654,0.7,0.18,1.91,Same,12,0.43,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000053,San Antonio Regional Hospital,"Community, >250 Beds",1,72758,0.14,0.01,0.68,Same,12,0.52,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000103,St. Bernardine Medical Center,Major Teaching,2,72877,0.27,0.05,0.91,Same,12,1.14,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630012380,Totally Kids Rehabilitation Hospital,Free-Standing Rehabilitation,0,2825,0,0,10.6,Same,12,,
2022,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000054,Victor Valley Global Medical Center,"Community, <125 Beds",0,17916,0,0,1.67,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000013,Alvarado Hospital Medical Center,"Community, <125 Beds",0,23320,0,0,1.28,Same,12,0.37,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000045,Grossmont Hospital,Major Teaching,6,130822,0.46,0.19,0.95,Same,12,0.19,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000045,"Grossmont Hospital, Rehabilitation Unit",Rehabilitation Unit,0,3060,0,0,9.79,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630017096,Kaiser Foundation Hospital - San Diego,Major Teaching,0,71572,0,0,0.42,Better,12,,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000144,Kaiser Foundation Hospital - Zion,Major Teaching,0,41122,0,0,0.73,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000048,Kindred Hospital - San Diego,Long-Term Acute Care,1,17660,0.57,0.03,2.79,Same,12,,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630013873,Palomar Medical Center,"Community, >250 Beds",0,95124,0,0,0.31,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000147,Palomar Medical Center Poway,"Community, <125 Beds",0,21048,0,0,1.42,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000145,Paradise Valley Hospital,"Community, >250 Beds",0,18155,0,0,1.65,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000145,"Paradise Valley Hospital, Rehabilitation Unit",Rehabilitation Unit,0,4009,0,0,7.47,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000023,Rady Children's Hospital - San Diego,Pediatric,0,81066,0,0,0.37,Same,12,0.11,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000022,Scripps Green Hospital,"Community, 125-250 Beds",2,38268,0.52,0.09,1.73,Same,12,0.26,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000150,Scripps Memorial Hospital - Encinitas,Major Teaching,0,60092,0,0,0.5,Better,12,0.22,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000149,Scripps Memorial Hospital - La Jolla,Major Teaching,4,116738,0.34,0.11,0.83,Same,12,0.12,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000025,Scripps Mercy Hospital,Major Teaching,2,106898,0.19,0.03,0.62,Same,12,0.45,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000016,Scripps Mercy Hospital Chula Vista,Major Teaching,1,49177,0.2,0.01,1,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000977,Select Specialty Hospital - San Diego,Long-Term Acute Care,0,27447,0,0,1.09,Better,12,,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000021,Sharp Chula Vista Medical Center,"Community, >250 Beds",1,90081,0.11,0.01,0.55,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000033,Sharp Coronado Hospital And Healthcare Center,Major Teaching,0,11922,0,0,2.51,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80001470,Sharp Mary Birch Hospital For Women And Newborns,Major Teaching,0,53472,0,0,0.56,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000036,Sharp Memorial Hospital,Major Teaching,2,107568,0.19,0.03,0.61,Same,12,0.32,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000036,"Sharp Memorial Hospital, Rehabilitation Unit",Rehabilitation Unit,0,7391,0,0,4.05,Same,12,,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000152,Tri-City Medical Center,"Community, 125-250 Beds",0,43493,0,0,0.69,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000152,"Tri-City Medical Center, Rehabilitation Unit",Rehabilitation Unit,0,2015,0,0,14.87,Same,12,0,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000154,Uc San Diego Health Hillcrest - Hillcrest Medical Center,Major Teaching,5,86053,0.58,0.21,1.29,Same,12,,
2022,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90001116,Uc San Diego Health La Jolla - Jacobs Medical Center & Sulpizio Cardiovascular Center,Major Teaching,9,140998,0.64,0.31,1.17,Same,12,0.72,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000023,California Pacific Medical Center - Davies Campus,"Community, 125-250 Beds",1,16502,0.61,0.03,2.99,Same,12,0,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000023,"California Pacific Medical Center - Davies Campus, Rehabilitation Unit",Rehabilitation Unit,0,9137,0,0,3.28,Same,12,,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,"Community, 125-250 Beds",0,25567,0,0,1.17,Same,12,,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000022,California Pacific Medical Center - Van Ness Campus,"Community, >250 Beds",9,88765,1.01,0.49,1.86,Worse,12,,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000003,Chinese Hospital,"Community, <125 Beds",0,5929,0,0,5.05,Same,12,0,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000008,Kaiser Foundation Hospital - San Francisco,Major Teaching,4,71530,0.56,0.18,1.35,Same,12,0,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630016625,Kentfield Hospital San Francisco,Long-Term Acute Care,2,12233,1.63,0.27,5.4,Same,12,,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000012,Laguna Honda Hospital & Rehabilitation Center,"Community, <125 Beds",0,1185,0,0,25.28,Same,12,0,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000012,"Laguna Honda Hospital & Rehabilitation Center, Rehabilitation Unit",Rehabilitation Unit,0,406,0,0,73.79,Same,12,0,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Major Teaching,4,92230,0.43,0.14,1.05,Same,12,0.12,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000029,Saint Francis Memorial Hospital,"Community, 125-250 Beds",1,18148,0.55,0.03,2.72,Same,12,0.9,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000029,"Saint Francis Memorial Hospital, Rehabilitation Unit",Rehabilitation Unit,0,2695,0,0,11.12,Same,12,,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000030,St. Mary's Medical Center,"Community, 125-250 Beds",1,21484,0.47,0.02,2.3,Same,12,0.41,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000030,"St. Mary's Medical Center, Rehabilitation Unit",Rehabilitation Unit,0,2291,0,0,13.08,Same,12,0,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000031,Ucsf Medical Center,Major Teaching,16,163840,0.98,0.58,1.55,Worse,12,0.76,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630015778,Ucsf Medical Center At Mission Bay,Major Teaching,1,90287,0.11,0.01,0.55,Same,12,,
2022,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000015,Ucsf Medical Center At Mount Zion,Major Teaching,0,13027,0,0,2.3,Same,12,,
2022,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000139,Adventist Health Lodi Memorial,"Community, 125-250 Beds",4,32626,1.23,0.39,2.96,Same,12,0,
2022,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000139,"Adventist Health Lodi Memorial, Rehabilitation Unit",Rehabilitation Unit,0,1954,0,0,15.33,Same,12,0,
2022,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000117,Dameron Hospital,"Community, 125-250 Beds",2,13404,1.49,0.25,4.93,Same,12,0,
2022,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000118,Doctors Hospital Of Manteca,"Community, <125 Beds",0,14766,0,0,2.03,Same,12,0,
2022,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000973,Kaiser Foundation Hospital Manteca,"Community, <125 Beds",0,9801,0,0,3.06,Same,12,,
2022,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000135,San Joaquin General Hospital,Major Teaching,3,56278,0.53,0.14,1.45,Same,12,0,
2022,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000143,St. Joseph's Medical Center Of Stockton,"Community, >250 Beds",8,100322,0.8,0.37,1.51,Worse,12,0.36,
2022,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000141,Sutter Tracy Community Hospital,"Community, <125 Beds",0,12206,0,0,2.45,Same,12,0.83,
2022,California,San Luis Obispo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000016,French Hospital Medical Center,"Community, <125 Beds",0,20705,0,0,1.45,Same,12,0,
2022,California,San Luis Obispo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000009,"Marian Regional Medical Center, Arroyo Grande","Community, <125 Beds",0,8581,0,0,3.49,Same,12,0,
2022,California,San Luis Obispo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000009,"Marian Regional Medical Center, Arroyo Grande, Rehabilitation Unit",Rehabilitation Unit,0,6724,0,0,4.46,Same,12,0,
2022,California,San Luis Obispo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,"Community, 125-250 Beds",1,26062,0.38,0.02,1.89,Same,12,0,
2022,California,San Luis Obispo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000037,Tenet Health Central Coast Twin Cities Community Hospital,"Community, <125 Beds",0,18705,0,0,1.6,Same,12,0,
2022,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000026,Ahmc Seton Medical Center,"Community, 125-250 Beds",0,24944,0,0,1.2,Same,12,0,
2022,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000010,Kaiser Foundation Hospital - Redwood City,Major Teaching,0,32262,0,0,0.93,Same,12,0.3,
2022,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000009,Kaiser Foundation Hospital - South San Francisco,"Community, <125 Beds",0,28228,0,0,1.06,Same,12,0.43,
2022,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000017,Mills-Peninsula Medical Center,"Community, 125-250 Beds",1,51869,0.19,0.01,0.95,Same,12,0,
2022,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000007,San Mateo Medical Center,Major Teaching,0,13210,0,0,2.27,Same,12,0,
2022,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000025,Sequoia Hospital,"Community, 125-250 Beds",1,21892,0.46,0.02,2.25,Same,12,0,
2022,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000017,Goleta Valley Cottage Hospital,"Community, <125 Beds",0,4171,0,0,7.18,Same,12,0,
2022,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000018,Lompoc Valley Medical Center,Major Teaching,1,10127,0.99,0.05,4.87,Same,12,0,
2022,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000021,Marian Regional Medical Center,"Community, 125-250 Beds",0,58049,0,0,0.52,Same,12,0,
2022,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000280,Santa Barbara Cottage Hospital,Major Teaching,0,96987,0,0,0.31,Better,12,0,
2022,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000280,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Rehabilitation Unit,0,9292,0,0,3.22,Same,12,0,
2022,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000030,Santa Ynez Valley Cottage Hospital,Critical Access,0,381,0,0,78.63,Same,12,0,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70001351,El Camino Health,"Community, >250 Beds",1,100165,0.1,0,0.49,Same,12,0,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000136,El Camino Health Los Gatos,"Community, 125-250 Beds",1,17236,0.58,0.03,2.86,Same,12,0,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000136,"El Camino Health Los Gatos, Rehabilitation Unit",Rehabilitation Unit,0,5663,0,0,5.29,Same,12,0,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000153,Good Samaritan Hospital,"Community, >250 Beds",2,75430,0.27,0.04,0.88,Same,12,0.12,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000150,Kaiser Foundation Hospital-San Jose,"Community, 125-250 Beds",1,52173,0.19,0.01,0.95,Same,12,0.2,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70001355,Kaiser Foundation Hospital-Santa Clara,"Community, >250 Beds",0,104913,0,0,0.29,Same,12,0.55,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70001349,Lucile Salter Packard Children's Hospital Stanford,Pediatric,0,110047,0,0,0.27,Same,12,0.31,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000154,Mission Oaks Hospital,"Community, <125 Beds",0,32448,0,0,0.92,Same,12,,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000154,"Mission Oaks Hospital, Rehabilitation Unit",Rehabilitation Unit,0,4670,0,0,6.41,Same,12,,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000146,O'connor Hospital,Major Teaching,0,59994,0,0,0.5,Better,12,0,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000133,Regional Medical Center Of San Jose,"Community, >250 Beds",1,61337,0.16,0.01,0.8,Same,12,0.7,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000149,Santa Clara Valley Medical Center,Major Teaching,4,113089,0.35,0.11,0.85,Same,12,0.35,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000149,"Santa Clara Valley Medical Center, Rehabilitation Unit",Rehabilitation Unit,0,6961,0,0,4.3,Same,10,,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000635,St. Louise Regional Hospital,"Community, <125 Beds",1,18188,0.55,0.03,2.71,Same,12,0.5,
2022,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70001357,Stanford Health Care,Major Teaching,41,213285,1.92,1.4,2.58,Worse,12,1.79,
2022,California,Santa Cruz,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000139,Dominican Hospital,"Community, 125-250 Beds",2,45936,0.44,0.07,1.44,Same,12,0.66,
2022,California,Santa Cruz,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000139,"Dominican Hospital, Rehabilitation Unit",Rehabilitation Unit,0,6193,0,0,4.84,Same,12,0,
2022,California,Santa Cruz,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000959,Sutter Maternity & Surgery Center Of Santa Cruz,"Community, <125 Beds",0,4946,0,0,6.06,Same,12,0,
2022,California,Santa Cruz,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000155,Watsonville Community Hospital,"Community, <125 Beds",0,13613,0,0,2.2,Same,12,0,
2022,California,Shasta,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),230000009,Mayers Memorial Hospital,Critical Access,0,2954,0,0,10.14,Same,12,0,
2022,California,Shasta,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),230000010,Mercy Medical Center Redding,"Community, >250 Beds",4,72365,0.55,0.18,1.33,Same,12,0,
2022,California,Shasta,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),230000444,Patients' Hospital Of Redding,"Community, <125 Beds",,,,,,,0,0,"Incomplete Reporter, interpret with caution"
2022,California,Shasta,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),230000016,Shasta Regional Medical Center,"Community, 125-250 Beds",4,23145,1.73,0.55,4.17,Worse,12,0.3,
2022,California,Shasta,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),230000422,Vibra Hospital Of Northern California,Long-Term Acute Care,0,16754,0,0,1.79,Same,12,,
2022,California,Siskiyou,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),230000019,Fairchild Medical Center,Critical Access,0,4955,0,0,6.05,Same,12,0,
2022,California,Siskiyou,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),230000012,Mercy Medical Center Mt. Shasta,Critical Access,0,4007,0,0,7.48,Same,12,0,
2022,California,Solano,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),110000011,Kaiser Foundation Hospital & Rehab Center - Vallejo,Major Teaching,1,44132,0.23,0.01,1.12,Same,12,0,
2022,California,Solano,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),110000011,"Kaiser Foundation Hospital & Rehab Center - Vallejo, Rehabilitation Unit",Rehabilitation Unit,0,15251,0,0,1.96,Same,12,0,
2022,California,Solano,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630012364,Kaiser Foundation Hospital - Vacaville,Major Teaching,0,38728,0,0,0.77,Same,12,0.35,
2022,California,Solano,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),110000010,Northbay Medical Center,"Community, 125-250 Beds",1,49966,0.2,0.01,0.99,Same,12,1.77,
2022,California,Solano,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),110000378,Northbay Vacavalley Hospital,"Community, <125 Beds",0,9623,0,0,3.11,Same,12,0,
2022,California,Solano,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),110000068,Sutter Solano Medical Center,"Community, <125 Beds",1,19618,0.51,0.03,2.51,Same,12,0,
2022,California,Sonoma,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),110000009,Healdsburg Hospital,Critical Access,0,4330,0,0,6.92,Same,12,0,
2022,California,Sonoma,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),110000508,Kaiser Foundation Hospital - Santa Rosa,Major Teaching,0,48399,0,0,0.62,Same,12,0.26,
2022,California,Sonoma,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),110000040,Petaluma Valley Hospital,"Community, <125 Beds",0,11719,0,0,2.56,Same,12,0,
2022,California,Sonoma,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),140001268,Providence Santa Rosa Memorial Hospital,"Community, >250 Beds",0,75033,0,0,0.4,Same,12,0.74,
2022,California,Sonoma,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),140001268,"Providence Santa Rosa Memorial Hospital, Rehabilitation Unit",Rehabilitation Unit,0,3120,0,0,9.6,Same,12,,
2022,California,Sonoma,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),110000038,Sonoma Specialty Hospital,"Community, <125 Beds",0,10228,0,0,2.93,Same,11,,"Incomplete Reporter, interpret with caution"
2022,California,Sonoma,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),110000056,Sonoma Valley Hospital,"Community, <125 Beds",0,3219,0,0,9.31,Same,12,0,
2022,California,Sonoma,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),110000007,Sutter Santa Rosa Regional Hospital,"Community, <125 Beds",0,37353,0,0,0.8,Same,12,0,
2022,California,Stanislaus,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000129,Central Valley Specialty Hospital,Long-Term Acute Care,3,28072,1.07,0.27,2.91,Same,12,,
2022,California,Stanislaus,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000122,Doctors Medical Center,Major Teaching,7,118276,0.59,0.26,1.17,Same,12,0.3,
2022,California,Stanislaus,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000125,Emanuel Medical Center,"Community, 125-250 Beds",0,36526,0,0,0.82,Same,12,0,
2022,California,Stanislaus,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630016419,Encompass Health Rehabilitation Hospital Of Modesto,Free-Standing Rehabilitation,0,12318,0,0,2.43,Same,12,,
2022,California,Stanislaus,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630011683,Kaiser Foundation Hospital Modesto,"Community, 125-250 Beds",0,50788,0,0,0.59,Same,12,0,
2022,California,Stanislaus,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000123,Memorial Medical Center,Major Teaching,3,104418,0.29,0.07,0.78,Same,12,0.25,
2022,California,Stanislaus,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000131,Oak Valley Hospital District,"Community, <125 Beds",1,2901,3.45,0.17,17,Same,12,0,
2022,California,Stanislaus,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30001661,Stanislaus Surgical Hospital,"Community, <125 Beds",0,630,0,0,47.55,Same,12,0,
